from,to,session_id,timestamp
routes,route,255,2017-09-22 03:10:52.252000000
route,routes,255,2017-09-22 03:11:04.494000128
routes,route,255,2017-09-22 03:11:06.385999872
route,routes,255,2017-09-22 03:11:21.284999936
routes,route,255,2017-09-22 03:11:23.699000064
route,routes,255,2017-09-22 03:11:31.288000000
routes,exit,255,2017-09-22 03:11:31.288000000
coach,personal,256,2017-09-22 07:21:16.857999872
personal,coach,256,2017-09-22 07:21:22.248000000
coach,exit,256,2017-09-22 07:21:22.248000000
coach,competition,257,2017-09-22 11:14:02.776000000
competition,exit,257,2017-09-22 11:14:02.776000000
coach,competition,258,2017-09-23 12:47:42.492999936
competition,team,258,2017-09-23 12:47:48.776000000
team,exit,258,2017-09-23 12:47:48.776000000
coach,competition,259,2017-09-24 18:48:36.683000064
competition,exit,259,2017-09-24 18:48:36.683000064
coach,personal,260,2017-09-01 15:40:46.156999936
personal,team,260,2017-09-01 15:41:23.550000128
team,coach,260,2017-09-01 15:41:33.820000000
coach,routes,260,2017-09-01 15:41:39.012999936
routes,coach,260,2017-09-01 15:41:47.014000128
coach,track,260,2017-09-01 15:41:53.968000000
track,personal,260,2017-09-01 15:42:07.308999936
personal,bugreport,260,2017-09-01 15:42:11.792000000
bugreport,competition,260,2017-09-01 15:42:23.116000000
competition,badges,260,2017-09-01 15:42:34.062000128
badges,coach,260,2017-09-01 15:43:11.511000064
coach,exit,260,2017-09-01 15:43:11.511000064
coach,personal,261,2017-09-01 18:12:32.584000000
personal,coach,261,2017-09-01 18:12:50.296000000
coach,team,261,2017-09-01 18:12:54.883000064
team,competition,261,2017-09-01 18:13:19.056999936
competition,coach,261,2017-09-01 18:13:34.126000128
coach,routes,261,2017-09-01 18:14:09.513999872
routes,personal,261,2017-09-01 18:14:14.468000000
personal,routes,261,2017-09-01 18:14:16.694000128
routes,personal,261,2017-09-01 18:14:18.039000064
personal,routes,261,2017-09-01 18:14:20.667000064
routes,exit,261,2017-09-01 18:14:20.667000064
coach,track,262,2017-09-02 07:22:12.427000064
track,exit,262,2017-09-02 07:22:12.427000064
route,track,263,2017-09-02 08:47:20.551000064
track,route,263,2017-09-02 08:47:25.068000000
route,track,263,2017-09-02 08:47:27.935000064
track,routes,263,2017-09-02 08:47:32.792000000
routes,route,263,2017-09-02 08:47:35.702000128
route,routes,263,2017-09-02 08:47:39.955000064
routes,coach,263,2017-09-02 08:47:42.963000064
coach,exit,263,2017-09-02 08:47:42.963000064
coach,competition,264,2017-09-02 08:54:23.644000000
competition,personal,264,2017-09-02 08:54:37.457999872
personal,coach,264,2017-09-02 08:54:43.559000064
coach,exit,264,2017-09-02 08:54:43.559000064
coach,team,265,2017-09-02 09:01:56.232999936
team,competition,265,2017-09-02 09:02:16.636000000
competition,routes,265,2017-09-02 09:02:21.096000000
routes,route,265,2017-09-02 09:02:25.171000064
route,personal,265,2017-09-02 09:02:39.880000000
personal,routes,265,2017-09-02 09:02:43.742000128
routes,route,265,2017-09-02 09:02:46.668000000
route,routes,265,2017-09-02 09:02:51.347000064
routes,route,265,2017-09-02 09:02:56.020000000
route,routes,265,2017-09-02 09:02:58.526000128
routes,route,265,2017-09-02 09:03:04.620000000
route,personal,265,2017-09-02 09:03:09.175000064
personal,routes,265,2017-09-02 09:03:13.848999936
routes,badges,265,2017-09-02 09:03:22.382000128
badges,coach,265,2017-09-02 09:03:50.591000064
coach,competition,265,2017-09-02 09:04:20.267000064
competition,coach,265,2017-09-02 09:04:24.304000000
coach,personal,265,2017-09-02 09:04:37.068000000
personal,coach,265,2017-09-02 09:04:41.715000064
coach,personal,265,2017-09-02 09:04:45.470000128
personal,coach,265,2017-09-02 09:04:47.521999872
coach,routes,265,2017-09-02 09:04:51.652000000
routes,route,265,2017-09-02 09:04:56.611000064
route,personal,265,2017-09-02 09:05:05.352000000
personal,routes,265,2017-09-02 09:05:07.452999936
routes,route,265,2017-09-02 09:05:15.216000000
route,routes,265,2017-09-02 09:05:47.046000128
routes,route,265,2017-09-02 09:05:55.460000000
route,exit,265,2017-09-02 09:05:55.460000000
coach,team,266,2017-09-02 17:19:31.747000064
team,routes,266,2017-09-02 17:20:09.367000064
routes,route,266,2017-09-02 17:20:11.844000000
route,personal,266,2017-09-02 17:20:23.359000064
personal,routes,266,2017-09-02 17:20:27.259000064
routes,route,266,2017-09-02 17:20:29.035000064
route,routes,266,2017-09-02 17:20:40.584999936
routes,competition,266,2017-09-02 17:20:59.329999872
competition,exit,266,2017-09-02 17:20:59.329999872
coach,competition,267,2017-09-03 18:29:41.376999936
competition,coach,267,2017-09-03 18:29:55.840000000
coach,team,267,2017-09-03 18:30:03.873999872
team,competition,267,2017-09-03 18:30:46.268000000
competition,routes,267,2017-09-03 18:31:07.584000000
routes,exit,267,2017-09-03 18:31:07.584000000
coach,competition,268,2017-09-05 04:56:06.836000000
competition,coach,268,2017-09-05 04:56:21.256000000
coach,team,268,2017-09-05 04:56:49.241999872
team,exit,268,2017-09-05 04:56:49.241999872
coach,team,269,2017-09-07 15:42:22.112999936
team,competition,269,2017-09-07 15:42:47.006000128
competition,track,269,2017-09-07 15:43:03.075000064
track,exit,269,2017-09-07 15:43:03.075000064
coach,track,270,2017-09-09 07:06:33.676000000
track,team,270,2017-09-09 07:06:41.067000064
team,competition,270,2017-09-09 07:07:03.166000128
competition,team,270,2017-09-09 07:09:40.971000064
team,personal,270,2017-09-09 07:10:11.366000128
personal,team,270,2017-09-09 07:10:16.686000128
team,badges,270,2017-09-09 07:10:21.668999936
badges,exit,270,2017-09-09 07:10:21.668999936
coach,competition,271,2017-09-11 04:59:09.451000064
competition,coach,271,2017-09-11 04:59:31.880999936
coach,exit,271,2017-09-11 04:59:31.880999936
coach,routes,272,2017-09-11 05:31:34.297999872
routes,track,272,2017-09-11 05:31:40.641999872
track,route,272,2017-09-11 05:52:38.224000000
route,track,272,2017-09-11 05:52:45.062000128
track,exit,272,2017-09-11 05:52:45.062000128
coach,track,273,2017-09-11 15:02:07.160000000
track,route,273,2017-09-11 15:17:33.689999872
route,coach,273,2017-09-11 15:22:24.647000064
coach,badges,273,2017-09-11 15:22:51.273999872
badges,team,273,2017-09-11 15:23:13.695000064
team,competition,273,2017-09-11 15:23:35.940999936
competition,routes,273,2017-09-11 15:23:46.182000128
routes,coach,273,2017-09-11 15:23:54.811000064
coach,exit,273,2017-09-11 15:23:54.811000064
coach,exit,274,2017-09-11 17:26:06.347000064
coach,personal,275,2017-09-13 04:55:07.638000128
personal,coach,275,2017-09-13 04:55:11.265999872
coach,team,275,2017-09-13 04:55:20.019000064
team,competition,275,2017-09-13 04:55:53.051000064
competition,routes,275,2017-09-13 04:56:03.400999936
routes,route,275,2017-09-13 04:56:05.800999936
route,routes,275,2017-09-13 04:56:36.820999936
routes,exit,275,2017-09-13 04:56:36.820999936
coach,track,276,2017-09-13 05:32:35.177999872
track,coach,276,2017-09-13 05:49:54.692999936
coach,track,276,2017-09-13 05:52:30.948999936
track,route,276,2017-09-13 05:52:33.900999936
route,track,276,2017-09-13 05:52:44.679000064
track,routes,276,2017-09-13 05:52:49.604999936
routes,route,276,2017-09-13 05:52:52.353999872
route,exit,276,2017-09-13 05:52:52.353999872
coach,track,277,2017-09-13 14:53:54.897999872
track,route,277,2017-09-13 15:08:23.360999936
route,track,277,2017-09-13 15:08:35.275000064
track,routes,277,2017-09-13 15:08:39.374000128
routes,coach,277,2017-09-13 15:08:43.342000128
coach,badges,277,2017-09-13 15:11:44.412999936
badges,team,277,2017-09-13 15:12:14.524999936
team,exit,277,2017-09-13 15:12:14.524999936
coach,exit,278,2017-09-13 19:33:45.745999872
coach,exit,279,2017-09-13 19:39:19.169999872
coach,track,280,2017-09-14 05:30:44.548000000
track,route,280,2017-09-14 05:49:18.948999936
route,track,280,2017-09-14 05:49:39.376999936
track,team,280,2017-09-14 05:49:42.892000000
team,exit,280,2017-09-14 05:49:42.892000000
coach,track,281,2017-09-14 14:50:58.260999936
track,route,281,2017-09-14 15:07:04.423000064
route,coach,281,2017-09-14 15:14:13.993999872
coach,competition,281,2017-09-14 15:14:26.398000128
competition,coach,281,2017-09-14 15:14:38.945999872
coach,exit,281,2017-09-14 15:14:38.945999872
coach,team,282,2017-09-14 15:32:06.566000128
team,routes,282,2017-09-14 15:32:29.862000128
routes,badges,282,2017-09-14 15:32:34.527000064
badges,exit,282,2017-09-14 15:32:34.527000064
coach,team,283,2017-09-15 11:35:07.368000000
team,competition,283,2017-09-15 11:35:07.943000064
competition,coach,283,2017-09-15 11:41:09.937999872
coach,exit,283,2017-09-15 11:41:09.937999872
coach,route,284,2017-09-15 13:28:55.598000128
route,track,284,2017-09-15 13:29:02.676999936
track,routes,284,2017-09-15 13:29:08.764999936
routes,route,284,2017-09-15 13:29:12.492000000
route,routes,284,2017-09-15 13:29:19.944999936
routes,badges,284,2017-09-15 13:29:29.076000000
badges,team,284,2017-09-15 13:29:44.620000000
team,competition,284,2017-09-15 13:30:26.080999936
competition,exit,284,2017-09-15 13:30:26.080999936
coach,competition,285,2017-09-15 21:51:01.056999936
competition,team,285,2017-09-15 21:51:08.574000128
team,routes,285,2017-09-15 21:51:39.334000128
routes,route,285,2017-09-15 21:51:42.407000064
route,routes,285,2017-09-15 21:51:49.195000064
routes,route,285,2017-09-15 21:51:51.516999936
route,routes,285,2017-09-15 21:51:57.260999936
routes,route,285,2017-09-15 21:51:59.214000128
route,routes,285,2017-09-15 21:52:36.199000064
routes,coach,285,2017-09-15 21:52:43.432999936
coach,exit,285,2017-09-15 21:52:43.432999936
coach,badges,286,2017-09-16 07:24:02.231000064
badges,exit,286,2017-09-16 07:24:02.231000064
coach,competition,287,2017-09-16 11:36:15.784999936
competition,coach,287,2017-09-16 11:36:28.068000000
coach,personal,287,2017-09-16 11:36:41.704999936
personal,coach,287,2017-09-16 11:36:50.467000064
coach,routes,287,2017-09-16 11:36:56.003000064
routes,route,287,2017-09-16 11:36:58.198000128
route,exit,287,2017-09-16 11:36:58.198000128
coach,competition,288,2017-09-17 11:16:17.724000000
competition,team,288,2017-09-17 11:16:39.448999936
team,coach,288,2017-09-17 11:17:59.264999936
coach,exit,288,2017-09-17 11:17:59.264999936
coach,track,289,2017-09-18 05:30:19.977999872
track,route,289,2017-09-18 05:48:06.176999936
route,track,289,2017-09-18 05:48:11.111000064
track,exit,289,2017-09-18 05:48:11.111000064
coach,track,290,2017-09-18 15:05:48.063000064
track,route,290,2017-09-18 15:23:00.048999936
route,track,290,2017-09-18 15:23:08.184999936
track,team,290,2017-09-18 15:23:10.396000000
team,badges,290,2017-09-18 15:24:04.510000128
badges,exit,290,2017-09-18 15:24:04.510000128
coach,personal,291,2017-09-18 17:14:48.579000064
personal,coach,291,2017-09-18 17:14:52.196000000
coach,personal,291,2017-09-18 17:15:18.689999872
personal,exit,291,2017-09-18 17:15:18.689999872
coach,team,292,2017-09-20 15:33:33.694000128
team,competition,292,2017-09-20 15:33:53.369999872
competition,exit,292,2017-09-20 15:33:53.369999872
coach,team,293,2017-09-23 10:55:11.303000064
team,competition,293,2017-09-23 10:55:23.880999936
competition,coach,293,2017-09-23 11:11:34.513999872
coach,track,293,2017-09-23 11:11:40.488000000
track,exit,293,2017-09-23 11:11:40.488000000
route,coach,294,2017-09-23 12:52:40.320999936
coach,competition,294,2017-09-23 12:53:05.604000000
competition,routes,294,2017-09-23 12:53:12.412000000
routes,route,294,2017-09-23 12:53:15.596999936
route,routes,294,2017-09-23 12:53:43.126000128
routes,badges,294,2017-09-23 12:53:47.092000000
badges,team,294,2017-09-23 12:54:14.257999872
team,exit,294,2017-09-23 12:54:14.257999872
coach,badges,295,2017-09-24 07:37:49.059000064
badges,coach,295,2017-09-24 07:39:50.608000000
coach,team,295,2017-09-24 07:41:01.343000064
team,competition,295,2017-09-24 07:41:28.279000064
competition,exit,295,2017-09-24 07:41:28.279000064
coach,track,296,2017-09-05 15:32:11.044000000
track,route,296,2017-09-05 15:33:48.396999936
route,track,296,2017-09-05 15:33:54.320000000
track,coach,296,2017-09-05 15:34:13.060999936
coach,exit,296,2017-09-05 15:34:13.060999936
coach,track,297,2017-09-05 15:40:29.038000128
track,coach,297,2017-09-05 15:40:50.980999936
coach,personal,297,2017-09-05 15:41:36.278000128
personal,coach,297,2017-09-05 15:41:44.721999872
coach,exit,297,2017-09-05 15:41:44.721999872
coach,track,298,2017-09-10 12:42:46.560999936
track,exit,298,2017-09-10 12:42:46.560999936
coach,team,299,2017-09-11 09:32:47.903000064
team,competition,299,2017-09-11 09:33:20.963000064
competition,routes,299,2017-09-11 09:33:27.124999936
routes,coach,299,2017-09-11 09:33:32.907000064
coach,track,299,2017-09-11 09:33:38.222000128
track,team,299,2017-09-11 09:33:41.772999936
team,exit,299,2017-09-11 09:33:41.772999936
coach,exit,300,2017-09-11 10:13:05.455000064
coach,team,301,2017-09-11 17:23:49.168999936
team,competition,301,2017-09-11 17:24:11.496999936
competition,exit,301,2017-09-11 17:24:11.496999936
coach,track,302,2017-09-12 11:07:33.591000064
track,exit,302,2017-09-12 11:07:33.591000064
coach,personal,303,2017-09-12 18:45:21.113999872
personal,coach,303,2017-09-12 18:46:01.300999936
coach,team,303,2017-09-12 18:46:20.208000000
team,routes,303,2017-09-12 18:46:49.256999936
routes,route,303,2017-09-12 18:46:57.656000000
route,routes,303,2017-09-12 18:47:41.720000000
routes,route,303,2017-09-12 18:47:46.580999936
route,routes,303,2017-09-12 18:48:36.191000064
routes,track,303,2017-09-12 18:48:44.705999872
track,team,303,2017-09-12 18:48:54.331000064
team,competition,303,2017-09-12 18:49:38.441999872
competition,team,303,2017-09-12 18:49:49.699000064
team,competition,303,2017-09-12 18:50:06.211000064
competition,routes,303,2017-09-12 18:50:37.068000000
routes,route,303,2017-09-12 18:50:44.185999872
route,routes,303,2017-09-12 18:51:34.135000064
routes,exit,303,2017-09-12 18:51:34.135000064
coach,team,304,2017-09-13 05:14:51.087000064
team,routes,304,2017-09-13 05:15:23.539000064
routes,route,304,2017-09-13 05:15:32.700999936
route,routes,304,2017-09-13 05:16:29.009999872
routes,coach,304,2017-09-13 05:16:56.783000064
coach,exit,304,2017-09-13 05:16:56.783000064
coach,team,305,2017-09-13 14:33:28.899000064
team,routes,305,2017-09-13 14:33:40.430000128
routes,route,305,2017-09-13 14:33:48.102000128
route,routes,305,2017-09-13 14:33:57.660000000
routes,route,305,2017-09-13 14:34:01.707000064
route,routes,305,2017-09-13 14:34:02.820000000
routes,personal,305,2017-09-13 14:34:06.500000000
personal,bugreport,305,2017-09-13 14:34:13.940999936
bugreport,personal,305,2017-09-13 14:34:45.230000128
personal,coach,305,2017-09-13 14:42:43.518000128
coach,exit,305,2017-09-13 14:42:43.518000128
coach,team,306,2017-09-14 14:48:05.515000064
team,competition,306,2017-09-14 14:48:30.188000000
competition,team,306,2017-09-14 14:48:47.040999936
team,competition,306,2017-09-14 14:49:05.084000000
competition,exit,306,2017-09-14 14:49:05.084000000
coach,track,307,2017-09-15 11:09:39.942000128
track,exit,307,2017-09-15 11:09:39.942000128
coach,exit,308,2017-09-15 11:59:06.512999936
coach,competition,309,2017-09-15 15:33:43.891000064
competition,coach,309,2017-09-15 15:33:55.708999936
coach,competition,309,2017-09-15 15:33:57.654000128
competition,coach,309,2017-09-15 15:34:14.656000000
coach,team,309,2017-09-15 15:34:29.184999936
team,routes,309,2017-09-15 15:35:05.076000000
routes,route,309,2017-09-15 15:35:08.500000000
route,routes,309,2017-09-15 15:35:33.724000000
routes,route,309,2017-09-15 15:35:35.947000064
route,routes,309,2017-09-15 15:35:43.879000064
routes,route,309,2017-09-15 15:35:49.198000128
route,routes,309,2017-09-15 15:36:43.568000000
routes,exit,309,2017-09-15 15:36:43.568000000
coach,competition,310,2017-09-15 18:39:03.644000000
competition,coach,310,2017-09-15 18:39:19.260000000
coach,competition,310,2017-09-15 18:40:30.849999872
competition,coach,310,2017-09-15 18:40:38.755000064
coach,competition,310,2017-09-15 18:40:47.414000128
competition,coach,310,2017-09-15 18:40:52.399000064
coach,competition,310,2017-09-15 18:40:58.640000000
competition,coach,310,2017-09-15 18:41:01.315000064
coach,routes,310,2017-09-15 18:41:06.143000064
routes,route,310,2017-09-15 18:41:09.286000128
route,personal,310,2017-09-15 18:41:44.142000128
personal,routes,310,2017-09-15 18:41:51.611000064
routes,route,310,2017-09-15 18:42:00.851000064
route,routes,310,2017-09-15 18:42:36.744000000
routes,route,310,2017-09-15 18:42:38.784999936
route,routes,310,2017-09-15 18:42:48.547000064
routes,team,310,2017-09-15 18:42:52.308000000
team,competition,310,2017-09-15 18:43:24.244000000
competition,badges,310,2017-09-15 18:43:36.337999872
badges,exit,310,2017-09-15 18:43:36.337999872
coach,competition,311,2017-09-16 11:38:50.792000000
competition,coach,311,2017-09-16 11:39:12.207000064
coach,routes,311,2017-09-16 11:39:15.684999936
routes,route,311,2017-09-16 11:39:17.670000128
route,routes,311,2017-09-16 11:39:27.800000000
routes,route,311,2017-09-16 11:39:29.508000000
route,routes,311,2017-09-16 11:39:53.980000000
routes,route,311,2017-09-16 11:39:57.616999936
route,routes,311,2017-09-16 11:40:01.462000128
routes,coach,311,2017-09-16 11:40:07.094000128
coach,badges,311,2017-09-16 11:40:13.103000064
badges,competition,311,2017-09-16 11:40:20.532999936
competition,team,311,2017-09-16 11:40:25.148999936
team,exit,311,2017-09-16 11:40:25.148999936
coach,team,312,2017-09-16 15:17:46.332999936
team,competition,312,2017-09-16 15:18:16.560000000
competition,team,312,2017-09-16 15:18:46.161999872
team,personal,312,2017-09-16 15:18:56.280999936
personal,exit,312,2017-09-16 15:18:56.280999936
coach,team,313,2017-09-17 12:52:33.688999936
team,competition,313,2017-09-17 12:52:56.172999936
competition,coach,313,2017-09-17 12:53:47.988000000
coach,competition,313,2017-09-17 12:54:01.308999936
competition,coach,313,2017-09-17 12:54:11.310000128
coach,exit,313,2017-09-17 12:54:11.310000128
coach,exit,314,2017-09-17 14:00:25.487000064
coach,team,315,2017-09-17 14:51:11.227000064
team,routes,315,2017-09-17 14:51:47.766000128
routes,route,315,2017-09-17 14:51:52.702000128
route,routes,315,2017-09-17 14:52:13.372000000
routes,route,315,2017-09-17 14:52:16.139000064
route,routes,315,2017-09-17 14:54:03.264999936
routes,track,315,2017-09-17 14:54:10.148000000
track,exit,315,2017-09-17 14:54:10.148000000
coach,personal,316,2017-09-17 17:36:29.019000064
personal,coach,316,2017-09-17 17:36:32.100000000
coach,exit,316,2017-09-17 17:36:32.100000000
coach,exit,317,2017-09-18 09:13:41.190000128
coach,exit,318,2017-09-18 13:10:31.799000064
coach,exit,319,2017-09-19 21:09:47.566000128
coach,track,320,2017-09-20 11:29:19.803000064
track,route,320,2017-09-20 11:29:47.950000128
route,coach,320,2017-09-20 11:30:04.353999872
coach,track,320,2017-09-20 11:30:08.500000000
track,exit,320,2017-09-20 11:30:08.500000000
coach,competition,321,2017-09-20 15:01:16.552999936
competition,coach,321,2017-09-20 15:01:37.899000064
coach,competition,321,2017-09-20 15:01:58.127000064
competition,coach,321,2017-09-20 15:02:01.854000128
coach,competition,321,2017-09-20 15:02:15.956999936
competition,coach,321,2017-09-20 15:02:20.272999936
coach,competition,321,2017-09-20 15:02:24.759000064
competition,routes,321,2017-09-20 15:02:27.391000064
routes,route,321,2017-09-20 15:02:29.468999936
route,routes,321,2017-09-20 15:03:19.060000000
routes,route,321,2017-09-20 15:03:23.947000064
route,routes,321,2017-09-20 15:03:31.691000064
routes,route,321,2017-09-20 15:03:33.352000000
route,routes,321,2017-09-20 15:03:43.814000128
routes,route,321,2017-09-20 15:03:48.044999936
route,exit,321,2017-09-20 15:03:48.044999936
coach,competition,322,2017-09-20 19:16:16.735000064
competition,coach,322,2017-09-20 19:16:32.332000000
coach,competition,322,2017-09-20 19:16:36.214000128
competition,personal,322,2017-09-20 19:16:46.574000128
personal,competition,322,2017-09-20 19:17:03.368999936
competition,coach,322,2017-09-20 19:17:09.439000064
coach,routes,322,2017-09-20 19:19:14.159000064
routes,route,322,2017-09-20 19:19:17.393999872
route,exit,322,2017-09-20 19:19:17.393999872
coach,competition,323,2017-09-21 17:48:48.427000064
competition,coach,323,2017-09-21 17:50:17.595000064
coach,exit,323,2017-09-21 17:50:17.595000064
coach,exit,324,2017-09-22 10:17:56.992999936
coach,track,325,2017-09-10 09:47:05.505999872
track,competition,325,2017-09-10 09:47:57.161999872
competition,team,325,2017-09-10 09:48:10.892000000
team,routes,325,2017-09-10 09:48:34.632999936
routes,coach,325,2017-09-10 09:48:48.632000000
coach,track,325,2017-09-10 09:49:43.049999872
track,route,325,2017-09-10 09:49:45.680999936
route,personal,325,2017-09-10 09:49:48.486000128
personal,track,325,2017-09-10 09:49:52.344000000
track,coach,325,2017-09-10 09:49:56.600000000
coach,team,325,2017-09-10 09:49:57.472999936
team,coach,325,2017-09-10 09:50:25.672000000
coach,track,325,2017-09-10 09:52:15.135000064
track,route,325,2017-09-10 09:52:48.647000064
route,track,325,2017-09-10 09:52:58.067000064
track,routes,325,2017-09-10 09:53:10.740999936
routes,route,325,2017-09-10 09:53:16.108000000
route,routes,325,2017-09-10 09:53:23.932999936
routes,route,325,2017-09-10 09:53:28.703000064
route,routes,325,2017-09-10 09:53:35.480000000
routes,exit,325,2017-09-10 09:53:35.480000000
coach,exit,326,2017-09-10 10:45:42.072000000
coach,exit,327,2017-09-11 11:07:07.455000064
coach,exit,328,2017-09-11 11:09:20.684000000
coach,track,329,2017-09-11 11:16:44.086000128
track,team,329,2017-09-11 11:17:21.799000064
team,routes,329,2017-09-11 11:18:28.126000128
routes,personal,329,2017-09-11 11:19:13.579000064
personal,coach,329,2017-09-11 11:23:46.025999872
coach,personal,329,2017-09-11 11:24:09.241999872
personal,exit,329,2017-09-11 11:24:09.241999872
coach,track,330,2017-09-11 12:22:26.420999936
track,exit,330,2017-09-11 12:22:26.420999936
team,track,331,2017-09-11 16:00:41.774000128
track,personal,331,2017-09-11 16:00:58.188000000
personal,track,331,2017-09-11 16:01:17.651000064
track,routes,331,2017-09-11 16:01:24.471000064
routes,track,331,2017-09-11 16:01:36.580000000
track,team,331,2017-09-11 16:01:48.440000000
team,competition,331,2017-09-11 16:02:18.671000064
competition,personal,331,2017-09-11 16:03:04.953999872
personal,coach,331,2017-09-11 16:07:49.025999872
coach,personal,331,2017-09-11 16:08:44.908999936
personal,exit,331,2017-09-11 16:08:44.908999936
coach,track,332,2017-09-12 08:06:47.503000064
track,exit,332,2017-09-12 08:06:47.503000064
competition,track,333,2017-09-12 12:32:08.264999936
track,routes,333,2017-09-12 12:32:21.588000000
routes,team,333,2017-09-12 12:32:38.404000000
team,personal,333,2017-09-12 12:33:09.772000000
personal,team,333,2017-09-12 12:34:53.391000064
team,personal,333,2017-09-12 12:35:19.062000128
personal,exit,333,2017-09-12 12:35:19.062000128
coach,team,334,2017-09-12 15:11:02.983000064
team,competition,334,2017-09-12 15:11:43.587000064
competition,badges,334,2017-09-12 15:12:08.908000000
badges,coach,334,2017-09-12 15:12:24.880999936
coach,personal,334,2017-09-12 15:13:20.000999936
personal,coach,334,2017-09-12 15:13:27.611000064
coach,routes,334,2017-09-12 15:13:36.927000064
routes,route,334,2017-09-12 15:13:45.422000128
route,routes,334,2017-09-12 15:14:01.492000000
routes,route,334,2017-09-12 15:14:18.600000000
route,routes,334,2017-09-12 15:14:22.536000000
routes,coach,334,2017-09-12 15:14:27.740999936
coach,personal,334,2017-09-12 15:14:29.995000064
personal,exit,334,2017-09-12 15:14:29.995000064
coach,team,335,2017-09-13 08:06:21.473999872
team,competition,335,2017-09-13 08:06:38.691000064
competition,track,335,2017-09-13 08:06:53.953999872
track,exit,335,2017-09-13 08:06:53.953999872
track,team,336,2017-09-13 12:46:27.132000000
team,competition,336,2017-09-13 12:47:03.558000128
competition,track,336,2017-09-13 12:47:17.577999872
track,personal,336,2017-09-13 12:47:34.054000128
personal,exit,336,2017-09-13 12:47:34.054000128
coach,team,337,2017-09-13 16:20:02.401999872
team,competition,337,2017-09-13 16:20:24.512000000
competition,personal,337,2017-09-13 16:20:38.169999872
personal,exit,337,2017-09-13 16:20:38.169999872
coach,competition,338,2017-09-14 07:44:41.438000128
competition,team,338,2017-09-14 07:44:49.059000064
team,track,338,2017-09-14 07:45:01.907000064
track,exit,338,2017-09-14 07:45:01.907000064
team,track,339,2017-09-14 11:08:07.207000064
track,personal,339,2017-09-14 11:08:13.800999936
personal,coach,339,2017-09-14 11:13:31.279000064
coach,track,339,2017-09-14 11:14:05.319000064
track,route,339,2017-09-14 11:14:26.692000000
route,track,339,2017-09-14 11:14:34.519000064
track,coach,339,2017-09-14 11:14:37.608999936
coach,personal,339,2017-09-14 11:15:15.340999936
personal,bugreport,339,2017-09-14 11:15:17.460000000
bugreport,personal,339,2017-09-14 11:16:03.044000000
personal,bugreport,339,2017-09-14 11:16:09.272999936
bugreport,personal,339,2017-09-14 11:16:42.716999936
personal,bugreport,339,2017-09-14 11:16:47.092999936
bugreport,team,339,2017-09-14 11:16:50.636000000
team,personal,339,2017-09-14 11:17:24.475000064
personal,exit,339,2017-09-14 11:17:24.475000064
coach,competition,340,2017-09-14 13:18:04.478000128
competition,coach,340,2017-09-14 13:18:11.087000064
coach,team,340,2017-09-14 13:19:42.332999936
team,routes,340,2017-09-14 13:19:57.148999936
routes,personal,340,2017-09-14 13:20:10.001999872
personal,bugreport,340,2017-09-14 13:20:12.873999872
bugreport,personal,340,2017-09-14 13:21:02.936000000
personal,bugreport,340,2017-09-14 13:21:08.071000064
bugreport,track,340,2017-09-14 13:21:12.392999936
track,coach,340,2017-09-14 13:21:28.784999936
coach,personal,340,2017-09-14 13:22:36.216999936
personal,exit,340,2017-09-14 13:22:36.216999936
coach,team,341,2017-09-15 11:33:49.047000064
team,track,341,2017-09-15 11:33:58.920000000
track,route,341,2017-09-15 11:34:11.296999936
route,exit,341,2017-09-15 11:34:11.296999936
competition,route,342,2017-09-15 13:49:42.868000000
route,track,342,2017-09-15 13:50:13.791000064
track,team,342,2017-09-15 13:50:19.484999936
team,personal,342,2017-09-15 13:50:36.152000000
personal,exit,342,2017-09-15 13:50:36.152000000
coach,team,343,2017-09-15 14:22:04.526000128
team,competition,343,2017-09-15 14:22:57.624999936
competition,routes,343,2017-09-15 14:23:14.592000000
routes,route,343,2017-09-15 14:23:22.268999936
route,routes,343,2017-09-15 14:23:35.356000000
routes,route,343,2017-09-15 14:23:37.104999936
route,routes,343,2017-09-15 14:24:10.791000064
routes,coach,343,2017-09-15 14:24:16.991000064
coach,personal,343,2017-09-15 14:24:24.012000000
personal,bugreport,343,2017-09-15 14:24:27.409999872
bugreport,personal,343,2017-09-15 14:24:36.948000000
personal,exit,343,2017-09-15 14:24:36.948000000
coach,team,344,2017-09-15 19:54:49.936000000
team,competition,344,2017-09-15 19:55:28.598000128
competition,personal,344,2017-09-15 19:55:48.758000128
personal,exit,344,2017-09-15 19:55:48.758000128
coach,team,345,2017-09-16 20:23:27.320000000
team,routes,345,2017-09-16 20:24:02.753999872
routes,route,345,2017-09-16 20:24:05.310000128
route,routes,345,2017-09-16 20:24:25.120000000
routes,team,345,2017-09-16 20:24:30.683000064
team,competition,345,2017-09-16 20:24:52.388000000
competition,personal,345,2017-09-16 20:25:05.972999936
personal,exit,345,2017-09-16 20:25:05.972999936
coach,track,346,2017-09-17 06:23:39.236000000
track,route,346,2017-09-17 06:24:28.660000000
route,track,346,2017-09-17 06:24:35.606000128
track,route,346,2017-09-17 06:25:21.659000064
route,exit,346,2017-09-17 06:25:21.659000064
coach,routes,347,2017-09-17 10:36:03.903000064
routes,route,347,2017-09-17 10:36:10.432000000
route,routes,347,2017-09-17 10:36:21.388999936
routes,route,347,2017-09-17 10:36:22.796000000
